# Pass B, proposal A — bottom-up clustering of the Pass A predicament phrases.
# One row per DISTINCT phrase. key = the N2 normalisation used to join back to the readings
# (NFKD, diacritics stripped, lowercased, non-alphanumerics to space, a/an/the dropped, word
# order preserved). surface = one film's actual wording, kept so the row is readable.
# Every assignment here was made by reading the phrase. No string similarity, no vectors,
# no stemming, no Jaccard. Phrases absent from this file are "none of these" and are listed
# in pipeline/out/predicates-propA.json under unclustered.
# predicateId	axis	roles	label	key	surface
planted-among-them-to-report	truth	infiltrating,infiltrated	Someone joins a circle in order to serve an interest inside it	someone passes as another to get close	someone passes as another to get close
planted-among-them-to-report	truth	infiltrating,infiltrated	Someone joins a circle in order to serve an interest inside it	watchers are planted among people they watch	watchers are planted among the people they watch
pressed-to-inform-on-your-own	power	pressing,informing	A person is forced to turn on the people they belong to	pressed by others to turn against his own	pressed by others to turn against his own
pressed-to-inform-on-your-own	power	pressing,informing	A person is forced to turn on the people they belong to	child must betray to save parent	a child must betray to save a parent
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	private conduct is exposed to public judgment	private conduct is exposed to public judgment
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	private grief is made public property	a private grief is made public property
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	private life is exposed to public judgement	a private life is exposed to public judgement
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	private life is policed by authorities	private life is policed by the authorities
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	being adored cuts one off from everyone	being adored cuts one off from everyone
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	private lives are searched for grounds to expel	private lives are searched for grounds to expel
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	public makes hero of him	the public makes a hero of him
private-life-exposed-to-public-judgement	power	exposed,judging	What was private is put before the public to be judged	public praise leaves praised no better off	public praise leaves the praised no better off
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	lover withdraws once promise comes due	a lover withdraws once the promise comes due
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	plea to begin again is refused	a plea to begin again is refused
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	promise of marriage collides with new love	a promise of marriage collides with new love
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	promise of marriage is broken on impulse	a promise of marriage is broken on impulse
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	promise to wait is broken by another	a promise to wait is broken by another
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	rejected woman waits years for his return	a rejected woman waits years for his return
promise-of-marriage-broken	bond	promising,waiting	A promise to marry, or to wait, is broken	wedding is broken off by attack	a wedding is broken off by an attack
punished-for-refusing-to-recant	power	refusing,punishing	A person is punished for declining to say what is demanded	one refuses to speak what others demand	one refuses to speak what others demand
punished-for-refusing-to-recant	power	refusing,punishing	A person is punished for declining to say what is demanded	someone refuses name others give him	someone refuses the name others give him
punished-for-refusing-to-recant	power	refusing,punishing	A person is punished for declining to say what is demanded	one is imprisoned for what they believe	one is imprisoned for what they believe
punished-for-refusing-to-recant	power	refusing,punishing	A person is punished for declining to say what is demanded	one is punished for refusing to be bought	one is punished for refusing to be bought
punished-for-refusing-to-recant	power	refusing,punishing	A person is punished for declining to say what is demanded	person is punished for telling truth	a person is punished for telling the truth
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	grown child quarrels endlessly with parent	a grown child quarrels endlessly with a parent
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	neighbours ruin themselves to outdo each other	neighbours ruin themselves to outdo each other
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	one partner is undermined before child	one partner is undermined before the child
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	people rekindle ruin they just put out	people rekindle the ruin they just put out
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	quarrel between families ruins both households	a quarrel between families ruins both households
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	reconciliation returns to old quarrel	a reconciliation returns to the old quarrel
quarrel-that-cannot-end	bond	quarrelling,quarrelling	Two who cannot separate quarrel without resolution	two who cannot part quarrel without end	two who cannot part quarrel without end
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	child is raised by another s hand	a child is raised by another's hand
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	man raises child not his own	a man raises a child not his own
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	child is raised as another woman s own	a child is raised as another woman's own
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	child is raised by her people s enemies	a child is raised by her people's enemies
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	child is taken in to be useful	a child is taken in to be useful
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	household raises child not its own	a household raises a child not its own
raised-by-someone-not-their-own	kin	raising,raised	A child is raised by people who are not its blood	man makes son of stranger	a man makes a son of a stranger
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	child sets out to avenge parent	a child sets out to avenge a parent
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	old injury returns as violence on strangers	an old injury returns as violence on strangers
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	wronged child grows up to take revenge	a wronged child grows up to take revenge
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	grown man hunts his childhood tormentor	a grown man hunts his childhood tormentor
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	man revenges himself through his enemy s child	a man revenges himself through his enemy's child
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	ruined person is enlisted for revenge	a ruined person is enlisted for revenge
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	what is stolen must be taken back	what is stolen must be taken back
revenge-carried-across-years	violence	avenging,avenged	The account is kept for decades and then presented	wronged returns disguised among powerful	the wronged returns disguised among the powerful
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	two men want same woman	two men want the same woman
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	two friends want same person	two friends want the same person
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	chosen prize is weighed against person	a chosen prize is weighed against a person
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	brothers turn on each other over prize	brothers turn on each other over a prize
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	rival is disgraced by engineered scandal	a rival is disgraced by an engineered scandal
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	rival is removed to secure possession	a rival is removed to secure possession
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	rival takes revenge for lost love	a rival takes revenge for a lost love
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	two men on opposite sides share woman	two men on opposite sides share a woman
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	two men risk death over same woman	two men risk death over the same woman
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	two people demand same person entirely	two people demand the same person entirely
rivals-for-the-same-person	bond	rival,rival,wanted	Two people want the same person and it turns them against each other	woman chooses rival over suitor	a woman chooses the rival over the suitor
saving-a-life-creates-a-lasting-bond	exchange	rescuing,rescued	The rescue makes a tie neither party chose	saving life creates lasting bond	saving a life creates a lasting bond
saving-a-life-creates-a-lasting-bond	exchange	rescuing,rescued	The rescue makes a tie neither party chose	rescued despise their rescuers	the rescued despise their rescuers
saving-a-life-creates-a-lasting-bond	exchange	rescuing,rescued	The rescue makes a tie neither party chose	rescued man becomes rescuer of another	a rescued man becomes the rescuer of another
saving-a-life-creates-a-lasting-bond	exchange	rescuing,rescued	The rescue makes a tie neither party chose	rescued offers to follow rescuer away	the rescued offers to follow the rescuer away
saving-a-life-creates-a-lasting-bond	exchange	rescuing,rescued	The rescue makes a tie neither party chose	rescuer repays debt from long ago	a rescuer repays a debt from long ago
saving-a-life-creates-a-lasting-bond	exchange	rescuing,rescued	The rescue makes a tie neither party chose	rescuer vanishes before thanks can be given	a rescuer vanishes before thanks can be given
sent-into-danger-by-someone-who-stays-safe	power	sending,sent	The one who orders it does not go	one sends another into danger from safety	one sends another into danger from safety
sent-into-danger-by-someone-who-stays-safe	power	sending,sent	The one who orders it does not go	one sent to help is not wanted there	one sent to help is not wanted there
sent-into-danger-by-someone-who-stays-safe	power	sending,sent	The one who orders it does not go	outsider is sent after repeated failures	an outsider is sent after repeated failures
sent-into-danger-by-someone-who-stays-safe	power	sending,sent	The one who orders it does not go	strangers join doomed errand not their own	strangers join a doomed errand not their own
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	stranger in need is taken in	a stranger in need is taken in
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	family in flight asks strangers for shelter	a family in flight asks strangers for shelter
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	help is asked of those passing by	help is asked of those passing by
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	household shelters stranger at mortal risk	a household shelters a stranger at mortal risk
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	man ruined by drink is taken in	a man ruined by drink is taken in
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	outcast is taken in as family	an outcast is taken in as family
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	shelter is found only in confinement	shelter is found only in confinement
shelter-given-at-mortal-risk	bond	sheltering,sheltered	A household takes in someone whose presence endangers it	stranger takes in someone abandoned	a stranger takes in someone abandoned
sibling-rivalry	kin	sibling,sibling	Siblings measure themselves against each other and one is diminished	brother trades his sister s body for gain	a brother trades his sister's body for gain
sibling-rivalry	kin	sibling,sibling	Siblings measure themselves against each other and one is diminished	kinsman waits for elder to fail	a kinsman waits for an elder to fail
sibling-rivalry	kin	sibling,sibling	Siblings measure themselves against each other and one is diminished	man destroys kin he envies	a man destroys the kin he envies
sibling-rivalry	kin	sibling,sibling	Siblings measure themselves against each other and one is diminished	man is left carrying failing brother	a man is left carrying a failing brother
sibling-rivalry	kin	sibling,sibling	Siblings measure themselves against each other and one is diminished	one wishes death on another s family	one wishes death on another's family
sibling-rivalry	kin	sibling,sibling	Siblings measure themselves against each other and one is diminished	twin does easily what other cannot	a twin does easily what the other cannot
survival-requires-selling-what-should-not-be-sold	exchange	selling,buying	Staying alive means giving up the thing that cannot be got back	man is worn down into selling	a man is worn down into selling
survival-requires-selling-what-should-not-be-sold	exchange	selling,buying	Staying alive means giving up the thing that cannot be got back	promised future is bought with present hunger	a promised future is bought with present hunger
survival-requires-selling-what-should-not-be-sold	exchange	selling,buying	Staying alive means giving up the thing that cannot be got back	someone is talked out of selling themselves	someone is talked out of selling themselves
survival-requires-selling-what-should-not-be-sold	exchange	selling,buying	Staying alive means giving up the thing that cannot be got back	someone sells themselves to keep another safe	someone sells themselves to keep another safe
survival-requires-selling-what-should-not-be-sold	exchange	selling,buying	Staying alive means giving up the thing that cannot be got back	survival requires selling what should not be sold	survival requires selling what should not be sold
survivor-guilt	death	surviving,dead	The one who lived cannot settle with having lived	killers cannot live with what they did	the killers cannot live with what they did
survivor-guilt	death	surviving,dead	The one who lived cannot settle with having lived	man grieves someone only after abandoning her	a man grieves someone only after abandoning her
survivor-guilt	death	surviving,dead	The one who lived cannot settle with having lived	man s fear costs another person s life	a man's fear costs another person's life
survivor-guilt	death	surviving,dead	The one who lived cannot settle with having lived	rescuer feels they should have done more	a rescuer feels they should have done more
survivor-guilt	death	surviving,dead	The one who lived cannot settle with having lived	someone blames himself for introducing two people	someone blames himself for introducing two people
suspicion-spreads-among-neighbours	truth	suspecting,suspected	An unexplained event sets a community accusing itself	dead animal sets neighbors accusing one another	a dead animal sets neighbors accusing one another
suspicion-spreads-among-neighbours	truth	suspecting,suspected	An unexplained event sets a community accusing itself	someone hunts for person to blame	someone hunts for a person to blame
suspicion-spreads-among-neighbours	truth	suspecting,suspected	An unexplained event sets a community accusing itself	absent are shamed by their own neighbours	the absent are shamed by their own neighbours
suspicion-spreads-among-neighbours	truth	suspecting,suspected	An unexplained event sets a community accusing itself	naming suspicion gets speaker silenced	naming the suspicion gets the speaker silenced
suspicion-spreads-among-neighbours	truth	suspecting,suspected	An unexplained event sets a community accusing itself	two strangers grow hostile without cause	two strangers grow hostile without cause
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	one is taken for someone he is not	one is taken for someone he is not
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	man is mistaken for another	a man is mistaken for another
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	enemy wears face of parent	an enemy wears the face of a parent
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	friend is mistaken for betrayer	a friend is mistaken for a betrayer
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	man mistakes those before him for others	a man mistakes those before him for others
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	man recognizes his friend in stranger	a man recognizes his friend in a stranger
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	one is not recognized by person nearest	one is not recognized by the person nearest
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	someone is mistaken for feared rival	someone is mistaken for a feared rival
taken-for-someone-he-is-not	identity	mistaken,mistaking	A person is mistaken for another and treated accordingly	stranger is killed by mistake	a stranger is killed by mistake
the-admirer-and-the-admired	identity	imitating,imitated	Someone remakes themselves in the image of another	admired one meets one imitating him	the admired one meets the one imitating him
the-admirer-and-the-admired	identity	imitating,imitated	Someone remakes themselves in the image of another	admirer damages himself to stay loyal	an admirer damages himself to stay loyal
the-admirer-and-the-admired	identity	imitating,imitated	Someone remakes themselves in the image of another	admirer sees through one admired	an admirer sees through the one admired
the-admirer-and-the-admired	identity	imitating,imitated	Someone remakes themselves in the image of another	servant copies his master s appetites	a servant copies his master's appetites
the-admirer-and-the-admired	identity	imitating,imitated	Someone remakes themselves in the image of another	those who lead are worshipped as holy	those who lead are worshipped as holy
the-admirer-and-the-admired	identity	imitating,imitated	Someone remakes themselves in the image of another	young imitate strangers to become someone	the young imitate strangers to become someone
the-body-fails-at-the-decisive-moment	identity	failing,depending	At the moment it is needed the person cannot do it	prize is lost at final moment	the prize is lost at the final moment
the-body-fails-at-the-decisive-moment	identity	failing,depending	At the moment it is needed the person cannot do it	body fails at decisive moment	a body fails at the decisive moment
the-body-fails-at-the-decisive-moment	identity	failing,depending	At the moment it is needed the person cannot do it	ending of fight is deliberately delayed	the ending of a fight is deliberately delayed
the-body-fails-at-the-decisive-moment	identity	failing,depending	At the moment it is needed the person cannot do it	shared undertaking collapses before it is finished	a shared undertaking collapses before it is finished
the-calling-is-chosen-over-the-person	bond	choosing,set-aside	The work, the duty or the ambition is chosen over the person	ambition is chosen over person one loves	ambition is chosen over the person one loves
the-calling-is-chosen-over-the-person	bond	choosing,set-aside	The work, the duty or the ambition is chosen over the person	duty is chosen over one wanted	duty is chosen over the one wanted
the-calling-is-chosen-over-the-person	bond	choosing,set-aside	The work, the duty or the ambition is chosen over the person	person abandoned their own life for family	a person abandoned their own life for family
the-child-carries-the-household	kin	child,failing-adult	The child does the work the adults cannot	child carries adult s unfinished ambition	a child carries an adult's unfinished ambition
the-child-carries-the-household	kin	child,failing-adult	The child does the work the adults cannot	child carries household alone	a child carries the household alone
the-child-carries-the-household	kin	child,failing-adult	The child does the work the adults cannot	child carries household parent cannot	a child carries the household the parent cannot
the-child-carries-the-household	kin	child,failing-adult	The child does the work the adults cannot	children act to save what adults are losing	children act to save what adults are losing
the-child-carries-the-household	kin	child,failing-adult	The child does the work the adults cannot	children are left to raise themselves	children are left to raise themselves
the-child-carries-the-household	kin	child,failing-adult	The child does the work the adults cannot	two children make their way without any adults	two children make their way without any adults
the-child-discovers-who-the-parent-really-is	kin	child,parent	The child learns what the parent was doing all along	child learns parent kept something hidden	a child learns a parent kept something hidden
the-child-discovers-who-the-parent-really-is	kin	child,parent	The child learns what the parent was doing all along	child cannot see what parent hides	a child cannot see what a parent hides
the-child-discovers-who-the-parent-really-is	kin	child,parent	The child learns what the parent was doing all along	child faces parent grown unfamiliar	a child faces a parent grown unfamiliar
the-child-discovers-who-the-parent-really-is	kin	child,parent	The child learns what the parent was doing all along	child sees parent unmasked	a child sees a parent unmasked
the-child-discovers-who-the-parent-really-is	kin	child,parent	The child learns what the parent was doing all along	someone learns what man he trusted did	someone learns what the man he trusted did
the-child-leaves-the-one-who-raised-them	kin	leaving,raised-by	The child departs, or refuses to depart, from the one who raised them	child leaves one who raised him	a child leaves the one who raised him
the-child-leaves-the-one-who-raised-them	kin	leaving,raised-by	The child departs, or refuses to depart, from the one who raised them	child refuses to leave his only kin	a child refuses to leave his only kin
the-child-leaves-the-one-who-raised-them	kin	leaving,raised-by	The child departs, or refuses to depart, from the one who raised them	child runs away hoping to be pursued	a child runs away hoping to be pursued
the-child-sees-what-the-adults-will-not-say	kin	child,adult	The child asks or witnesses the thing the adults are managing around	child asks plainly what adults will not	the child asks plainly what adults will not
the-child-sees-what-the-adults-will-not-say	kin	child,adult	The child asks or witnesses the thing the adults are managing around	child explains dying to another	a child explains dying to another
the-child-sees-what-the-adults-will-not-say	kin	child,adult	The child asks or witnesses the thing the adults are managing around	child hides what elders would lose	a child hides what the elders would lose
the-child-sees-what-the-adults-will-not-say	kin	child,adult	The child asks or witnesses the thing the adults are managing around	child s question is deflected by parent	a child's question is deflected by the parent
the-child-sees-what-the-adults-will-not-say	kin	child,adult	The child asks or witnesses the thing the adults are managing around	child witnesses something he cannot understand	a child witnesses something he cannot understand
the-child-sees-what-the-adults-will-not-say	kin	child,adult	The child asks or witnesses the thing the adults are managing around	children decide what is good for their parents	children decide what is good for their parents
the-comfortable-look-away	power	comfortable,suffering	Those who are all right decline to see the ones who are not	comfortable ignore suffering beneath them	the comfortable ignore the suffering beneath them
the-comfortable-look-away	power	comfortable,suffering	Those who are all right decline to see the ones who are not	others live off one they surround	others live off the one they surround
the-confession-lands-wrong	truth	confessing,hearing	The confession reaches the person it should not have	confession finds no one willing to hear	a confession finds no one willing to hear
the-confession-lands-wrong	truth	confessing,hearing	The confession reaches the person it should not have	man confesses to wrong listener	a man confesses to the wrong listener
the-confession-lands-wrong	truth	confessing,hearing	The confession reaches the person it should not have	message is delivered to wrong person	a message is delivered to the wrong person
the-confession-lands-wrong	truth	confessing,hearing	The confession reaches the person it should not have	secret is confided to wrong person	a secret is confided to the wrong person
the-confession-lands-wrong	truth	confessing,hearing	The confession reaches the person it should not have	stranger s confession is overheard as one s own	a stranger's confession is overheard as one's own
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	one death turns onlookers against powerful	one death turns the onlookers against the powerful
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	guilty is exposed before assembled household	the guilty is exposed before the assembled household
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	one is asked to speak for condemned	one is asked to speak for the condemned
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	one who intervenes is killed for it	the one who intervenes is killed for it
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	one who kills is celebrated by onlookers	one who kills is celebrated by the onlookers
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	strangers act to free condemned man	strangers act to free a condemned man
the-crowd-decides-a-mans-fate	power	crowd,singled-out	An assembled public settles what happens to one person	watching crowd decides man s fate	the watching crowd decides a man's fate
the-danger-is-already-inside-the-house	truth	threatening,threatened	The threat is a person already admitted	danger is someone already inside	the danger is someone already inside
the-danger-is-already-inside-the-house	truth	threatening,threatened	The threat is a person already admitted	danger is discovered to be lover	the danger is discovered to be the lover
the-danger-is-already-inside-the-house	truth	threatening,threatened	The threat is a person already admitted	mildest person is one behind everything	the mildest person is the one behind everything
the-danger-is-already-inside-the-house	truth	threatening,threatened	The threat is a person already admitted	protected one becomes danger	the protected one becomes the danger
the-dead-leave-an-errand-for-the-living	death	dead,charged	The dead leave an instruction the living have to carry	dead leave errand for living	the dead leave an errand for the living
the-dead-leave-an-errand-for-the-living	death	dead,charged	The dead leave an instruction the living have to carry	mentor dies leaving student his task	a mentor dies leaving the student his task
the-dead-leave-an-errand-for-the-living	death	dead,charged	The dead leave an instruction the living have to carry	dead leave word for whoever comes next	the dead leave word for whoever comes next
the-dead-leave-an-errand-for-the-living	death	dead,charged	The dead leave an instruction the living have to carry	dying man extracts promise	a dying man extracts a promise
the-dead-leave-an-errand-for-the-living	death	dead,charged	The dead leave an instruction the living have to carry	one is charged with recovering what was lost	one is charged with recovering what was lost
the-dead-leave-an-errand-for-the-living	death	dead,charged	The dead leave an instruction the living have to carry	things are left for people not yet born	things are left for people not yet born
the-deceiver-comes-to-care-for-the-deceived	truth	deceiving,deceived	The one running the deception becomes attached to its target	cheat becomes friend of cheated	a cheat becomes the friend of the cheated
the-deceiver-comes-to-care-for-the-deceived	truth	deceiving,deceived	The one running the deception becomes attached to its target	cheat returns to undo harm	the cheat returns to undo the harm
the-deceiver-comes-to-care-for-the-deceived	truth	deceiving,deceived	The one running the deception becomes attached to its target	one betrayer returns to save other	one betrayer returns to save the other
the-deceiver-comes-to-care-for-the-deceived	truth	deceiving,deceived	The one running the deception becomes attached to its target	one secretly serves person he harmed	one secretly serves the person he harmed
the-deceiver-comes-to-care-for-the-deceived	truth	deceiving,deceived	The one running the deception becomes attached to its target	one sent to kill falls in love instead	one sent to kill falls in love instead
the-dying-arrange-what-comes-after	death	dying,surviving	The dying set terms for the people who will outlive them	dying restrain living from vengeance	the dying restrain the living from vengeance
the-dying-arrange-what-comes-after	death	dying,surviving	The dying set terms for the people who will outlive them	guardian arranges future he cannot promise	a guardian arranges a future he cannot promise
the-dying-arrange-what-comes-after	death	dying,surviving	The dying set terms for the people who will outlive them	old arrange their own deaths in advance	the old arrange their own deaths in advance
the-dying-arrange-what-comes-after	death	dying,surviving	The dying set terms for the people who will outlive them	one performs last time before dying	one performs a last time before dying
the-dying-arrange-what-comes-after	death	dying,surviving	The dying set terms for the people who will outlive them	visit turns out to be farewell	a visit turns out to be a farewell
the-grown-child-cannot-be-released	kin	holding,held	The grown child is held in the parent's decision	parent decides child s life for her	a parent decides a child's life for her
the-grown-child-cannot-be-released	kin	holding,held	The grown child is held in the parent's decision	grown child asks to be released	a grown child asks to be released
the-grown-child-cannot-be-released	kin	holding,held	The grown child is held in the parent's decision	grown child is kept child	a grown child is kept a child
the-grown-child-cannot-be-released	kin	holding,held	The grown child is held in the parent's decision	parent asks child to come home	a parent asks the child to come home
the-grown-child-cannot-be-released	kin	holding,held	The grown child is held in the parent's decision	parent withholds support from grown child	a parent withholds support from a grown child
the-grown-child-holds-the-parent-to-account	kin	accusing,accused	The grown child presents the parent with an old bill	child cannot forgive parent s old absence	a child cannot forgive a parent's old absence
the-grown-child-holds-the-parent-to-account	kin	accusing,accused	The grown child presents the parent with an old bill	grown child accuses parent of neglect	a grown child accuses a parent of neglect
the-grown-child-holds-the-parent-to-account	kin	accusing,accused	The grown child presents the parent with an old bill	parent learns he was loved without knowing	a parent learns he was loved without knowing
the-grown-child-holds-the-parent-to-account	kin	accusing,accused	The grown child presents the parent with an old bill	young ask old about buried wrongs	the young ask the old about buried wrongs
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	man is answerable to no one	a man is answerable to no one
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	those in power deny what was done	those in power deny what was done
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	those in power protect their own from consequence	those in power protect their own from consequence
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	wronged still live under their tormentors	the wronged still live under their tormentors
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	guilty are punished outside law	the guilty are punished outside the law
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	guilty man is never punished	the guilty man is never punished
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	killers are honoured instead of punished	killers are honoured instead of punished
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	killing is excused by those in authority	a killing is excused by those in authority
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	official is stopped from prosecuting powerful	an official is stopped from prosecuting the powerful
the-guilty-are-never-called	power	guilty,unable-to-charge	Those with standing are not made to answer	those asked to find guilty are guilty	those asked to find the guilty are guilty
the-host-preys-on-the-guest	power	sheltering,sheltered	The one offering shelter is the danger inside it	one trusted for shelter is predator	the one trusted for shelter is the predator
the-host-preys-on-the-guest	power	sheltering,sheltered	The one offering shelter is the danger inside it	guest is killed by his own host	a guest is killed by his own host
the-host-preys-on-the-guest	power	sheltering,sheltered	The one offering shelter is the danger inside it	guests are welcomed in order to be used	guests are welcomed in order to be used
the-host-preys-on-the-guest	power	sheltering,sheltered	The one offering shelter is the danger inside it	only available help comes from exploiter	the only available help comes from an exploiter
the-host-preys-on-the-guest	power	sheltering,sheltered	The one offering shelter is the danger inside it	shelter is offered with price attached	shelter is offered with a price attached
the-host-preys-on-the-guest	power	sheltering,sheltered	The one offering shelter is the danger inside it	someone dies while guest in another home	someone dies while a guest in another home
the-house-hides-its-shame	kin	concealing,concealed	The household conceals its ruin to keep its standing	child hides home from friends	a child hides home from friends
the-house-hides-its-shame	kin	concealing,concealed	The household conceals its ruin to keep its standing	man hides his ruin from his family	a man hides his ruin from his family
the-house-hides-its-shame	kin	concealing,concealed	The household conceals its ruin to keep its standing	man hides his true nature from his family	a man hides his true nature from his family
the-house-hides-its-shame	kin	concealing,concealed	The household conceals its ruin to keep its standing	past is hidden to protect marriage	a past is hidden to protect a marriage
the-house-hides-its-shame	kin	concealing,concealed	The household conceals its ruin to keep its standing	someone hides their work from their parents	someone hides their work from their parents
the-house-is-ruled-by-one-mans-temper	power	ruling,ruled	The household is organised around one person's temper	household is ruled by one man s temper	a household is ruled by one man's temper
the-house-is-ruled-by-one-mans-temper	power	ruling,ruled	The household is organised around one person's temper	man expels his wife from house	a man expels his wife from the house
the-house-is-ruled-by-one-mans-temper	power	ruling,ruled	The household is organised around one person's temper	man is kept from leaving by others	a man is kept from leaving by others
the-house-is-ruled-by-one-mans-temper	power	ruling,ruled	The household is organised around one person's temper	one person maims another to keep them	one person maims another to keep them
the-house-is-ruled-by-one-mans-temper	power	ruling,ruled	The household is organised around one person's temper	wife flees man she married	a wife flees the man she married
the-house-must-act-as-one-to-survive	kin	household,pressed	The household survives only by acting as a single body	child s promised gift cannot be afforded	a child's promised gift cannot be afforded
the-house-must-act-as-one-to-survive	kin	household,pressed	The household survives only by acting as a single body	family must act as one to survive	a family must act as one to survive
the-house-must-act-as-one-to-survive	kin	household,pressed	The household survives only by acting as a single body	family sells what it has to survive	a family sells what it has to survive
